review,sentiment_score,sentiment
this one just didnt grip my nuts the right way i know the author writes in an experimental saywhateverthehellcomestohisheadatthemoment fashionbut i thought this one having a small semblance of a plot couldve used it more a serial killer would seem like an ideal topic for rogers but he doesnt use it im wondering if its not time for rogers to focus less on himself and more on the writing the experimental aspects could use a refreshment still his books are good for reading while taking dumps between classes ill hit you up when i read the next one,-0.4134,Negative
this toy was a waste of money and provided nothing but frustration for my six year old son as it fell apart every time he played with it it was put together by my brother who teaches physics and chemistry and more mechanically inclined than meeven he could not get this thing to stay togetheri do not understand how after the recent thomas recalls the company is apparently not even trying to produce a better quality producta total disapointment especially to my son who loves all things thomas,0.9375,Positive
this thing ruined my microwave on the first use it has metal in it and the manufacturer has not gotten around the bad combo of metal in a microwave now i have to buy a new microwave thanks,-0.5719,Negative
the book was ok in the way that it had facts but in my opinion it had too many big words was hard to read and not enough juicy details or funny facts,0.5927,Positive
no joker but bane is very well played and makes as great foe for bruce and bats the story is fantastic worthy of the dark knight,0.9572,Positive
continuing in the spirit of her books faith hope  june lori copeland has written another fun book which leaves you smiling and feeling good the book reinforces christian principles while including romance inspiration humor and excitement i cant wait for the next one,0.9806,Positive
this book is trash a lousy concept that is horribly executed the only book that i have ever read that i firmly believe should be burned this is the foulest thing i have ever read the author should be deeply ashamed,-0.8832,Negative
as a huge  odd foot of grunts fan russell crowes band i immediately went out and bought this cd amazingly many actors also have a talent for singing i have kept up with bruce willis singing career since moonlighting and i think hes really good i had never heard dogstar before but i am beginning to like them in my opinion some actorssingers are better than the ones that are on billboards charts today eminem nelly etc,0.8944,Positive
the hummingbirds seem to like this feeder but the clips that attach the reservoir to the base are flimsy and cracked within  months,0.1901,Positive
ive owned this item for about  months it toasts and bakes adequately about a month ago i noticed a hairline crack on the control panel i hadnt dropped it nor had i dropped anything on it i called cuisinart customer service and they verified that it was still under warranty they told me i could ship the oven to them at my expense and they would determine whether the item warranted a repair or replacementor nothing at all i would also be responsible for the cost of return shippingi determined that it wasnt worth the hassel and expense i also determined that if this was the kind of warranty cuisinart provided for their shoddy products i will not buy anything else made by them again,0.6634,Positive
no superalitves are good enough to describe the music of this man and certainly there never was is or probably ever will be a voice as eerily haunting and as magical as roys i was lucky enough to see him live in concert at a smaller venue westbury music fair not too long before he died i have been to hundreds of concerts and while i enjoyed them all this was the only one where i stood after every song to show my admiration standing os are all too commonbut each song literally brought me to tears with its presentation this dvd literally recreates the concert i saw and has the added benefit of an allstar band worthy of roys greatness it is the best and most cherished in my collection,0.9686,Positive
i have been looking for a video of bruce lee like this one and havent found it untill now so if there is a way to get a copy i want to know,0.4215,Positive
as far as yoyos go this one is rather cool it was a gift for my grandson he got so many other things for christmas that he hasnt gotten into this yet but i think he will enjoy it it looks well made and seems to be a good idea for anyone learning to use a yoyo for the first time,0.9325,Positive
you just cant tell from reading the past several books of any of the lines the first  or  amanda quick books are top of the line romances and then something happened  and the writing went from extrodinarily good to mediocre to flat out awful admittedly wicked widow isnt the worst of the lot but it is so dull and so repetitive that it isnt really worth reading this one is just i thee wed all over again the book has the same annoying plot device for those who have read the books i thought nothing could be worse than the mystical land of zamar apparently i hadnt read anything yet vanza instead of character or plot or story line or dialogue she gives us odd half glimpses into a badly conceived martial art philosophy that apparently drives everything and precludes the need to do actual writing this was a bad choice buying the hardback would have been an even worse one buy the old books  wait for the next,-0.9571,Negative
i bought ai yori aoshi on a whim after hearing things like if your a fan of love hina and hand maid may youll love this what a liei usually love haremshows but not this onei dont exactly know why i dont like it maybe that its the fact aoi is too persistent on becoming kaorus wifei really didnt like this one bit and i hope i never come across another show as boring as ai yori aoshi,0.9565,Positive
i love this site i had looked for this movie for a few yearsthis guy has so many of the old and hard to find ones they arrive quickly and they are new dvds great deal will shop here againkj,0.836,Positive
has very good edge good leaf its a perfect tool for small jobs thats need a good edge perfect for fishing im very satisfied with the purchase this brand is the best in this type of instruments,0.9758,Positive
i find this cast fascinating in their ability to be buffaloed by a loud mouth bartender and his mistreated  daughter possibly more entertaining the second time around,0.8399,Positive
the writing was good but the subject was dull and didnt anyone else feel a little offended that at least three of the good guys thought that it was just a shame that poor father john was being persecuted when all he had done was fondle a few choirboys  after all it wasnt like he raped them while i might be willing to believe that one character  or even two  could be that backward in this day and age would you really expect that from three of them and two of those police officers and adam dalgliesh gets less and less believable with every book  personally i wish shed write another cordelia gray book,-0.6345,Negative
the info on amazon says says w not on the box the strobe light says w and so does the label on the box thought the light looked dim now i know why the model number on the label on the generic looking box says model s,0.25,Positive
the book had a very interesting twist to itits about a girl named sondra who gets hypnotized and begins getting flashes of her past lifesuch asanswering to her name in the other lifeand remembering certain placesthis book just proves you never know who you can really trusti really enjoyed it because i am very into past lives and the suchi recommend this book to any fear street fanyoull be pleased,0.8793,Positive
for my feet they are the best shoes so far for going to work or just walking around town,0.6369,Positive
first of all peyton was my favorite character second of all haley mouth and millie are unlikable characters in my opinions does anyone care about skills and his girlfriend lauren or mouth and his job and yet again nathan and haleys marriage is on shaky ground everything seems recycled fortunately clay is the beacon of the light a likable guy who seemed unable to commit he found his love in quinn yet again schwahn decides to kill someone off this being haley and quinns mother yet again schwahn uses the plot line of a crazy stalker unfortunately the character of dan is not in much of the season attempts to be funny were made such as the girls getting high of pot brownies attempts failed terrible season the only reason i will watch season  is because of clay and because ive been watching since the beginning the show should have ended after season,-0.3182,Negative
he bowed at a shinto shrinehe attends the pagan rite at bohemian grove for the cremation of carehe belongs to the order of death also known as skull and boneshis wife says he milks male horses and that she enjoys male dancersonly the blind could think this is a description of a bible believer,-0.5106,Negative
these pens are great not only can you personalize what color you prefer they are a great comfort to your hand the cushioning is unsurpased the ink glides out smoothly for a beautiful write every time,0.9571,Positive
love it its smoothcan understand every word he sings a great way to brush up on my spanish what a great way to practice just love to listen to him,0.9559,Positive
i met the author of this novel who spent much time in new york city and writes with the passion of experience and the knowledge of life in the streets the hero of this novel is a young white man living in a primarily black community in a shipyard town near san francisco he goes from foster home to foster home and attends christian churches attended by blacks while its about identity its also about friendship he befriends a blind man who draws a new color thats symbolic of the soul its also about tolerance humanity and a boys journey into manhood its a modern coming of age novel its wellwritten and soulful dickens while not in an obvious way directly influenced some of the characteristics the waif who is taken in by a family and taught good values the book is very modern and contains language that is very realistic and downtoearth like its tone i look forward to a sequel if it is ever written,0.9718,Positive
ive gotten rusk lotion as a free sample in a variety of hotels and was so happy to discover i could buy it for my own home it has a delicious and refreshing scent that ive become addicted to,0.9143,Positive
this is a great tv series the stars are perfect for each role and the story has many twists and turns that keeps you on the edge of your seat cant wait for last in this season and the start of next season cullon is so sexy so glad they finally got together dont miss it,0.9572,Positive
i bouggt it to replace my old ge hood it is not a fancy one however i rate it as a good value for  totalwhat i like it good value stainless steel look to match my oven and refri good instruction about how to install ducted to both directions  i need back side venti do not cook much and not sure how well it ventilate air also noise level is not great but it is acceptible it will be great if two bulbs are included,-0.122,Negative
works great in my t the never fall out like dog bones totally recommend it love it would want nothing else,0.8897,Positive
the printer does a great job for the price and we have been very happy with our puchase,0.8439,Positive
ive been a fan for years and i wasnt disappointed i can highly recommend stephen white to all fiction readers,0.7682,Positive
i am so disappointed and i feel ripped off that this movie was even released i cant even call it a movie as it is only  minutes long seriously who checks the run time when they buy a movie i sure dont especially when it is advertised as a movie it is so short and it costs way too much that it just boils right down to a waist of money and time which in the end just ruins the whole thing and turns my stomach that i cant return it dont buy this buy a real christmas classic instead,-0.6901,Negative
i have never heard the clarity in a songstresses voice that i heard on this album i have had many favorites but none reaches these heights for voice dialogue with the listener,0.0127,Neutral
bought does not work or improve signal quality very rude technical support,-0.4089,Negative
it was soooooooo wonderful revisiting my childhood with this dvd set sesame street had so many creative tools to get across the basic building blocks of learning there is absolutely nothing out there now that compares to the show that was sesame street in the early s my three year old watched the shows with me and fell in love with the same characters that i grew up with i am ready to buy volume  the reason why i didnt give it five stars is tat i truly believe that there should have been at least three full shows on each disc,0.939,Positive
the best book on the subject of personality disorders and their effect on others i have ever read i will be donating this book and its companion workbook to the local womens shelter a must read and share it with your children these are the lessons my mother never could have taught me each one teach one,0.7506,Positive
this band is excellent clever well crafted lyricks and high energy performances make up for the shortness of the cd by far the best songs are roots and glue the only dissapointment is that they didnt put the jennifer aniston song on it but other than that this is well worth your dough if you want something thats fresh and fun to listen to,0.9633,Positive
great idea miserable execution  false premise this is not a multi pixel camera it is  and you have to do some hocus pocus with each picture to get it up to its claimed resolution but you dont get there and it is a pita too bad as the kids loved it but even the  year old said why are the pictures nut sic clear for  a few  could have been spent on the sensor that would make it  star as is it gets  stars as the picture and video quality are miserable,-0.6652,Negative
i was a little discouraged about getting a zune at first but like so often happens i found it on amazon for a price that i couldnt pass up i went ahead and bought it and when i received it i took a little time to figure it out but once i got it all program up and running i found that it more than met the mark with what i was looking for with  gb worth of room on it ive got photo album after photo album on it along with about  songs and im down from  gb to  approxthe only thing that i dont like about it is that the battery seems to discharge while its on or off so im constently charging itother than that i have used it about every day since ive had it and thats been about a month great product get the battery situation worked out and it would be a perfect product,0.9678,Positive
this one is really hokey thousands of rats flocking to a nordstromtype retail store because theyre selling a perfume that not only attracts them but turns them into vicious venemous diseasecarrying carnivores this one is a total bombnot worth  minutesthe acting special effects and soundtrack are pitiful what has happened to true horror this one gives it a totally bad name avoid,-0.9327,Negative
the arrangements and the sound quality arent all that great but what a pleasure it is to hear these great songs performed by one of my favorite singers of all time helen forrest is very much in her prime here late s and i will never understand why she did not have a successful career after world war ii with the exception of my reverie helen forrest nails each one of these classics if you are new to ms forrest buy the complete harry james album first if you are already a fan youll love this one as well,0.6602,Positive
i bought these headphones about a year ago and was hoping for something for an airplane ride the first thing i noticed was that they hurt your ears if you wear them for about  hours now coming back from paris the right noise canceling went out it was so annoying also they do not get loud enough if noise canceling was not on,-0.6238,Negative
the only thing good about this dvd is the shaolin one documentary but that was made back in the early s evident as when it said kids from shaolin was jet lis latest movie still it has some great martial arts footage of masters of many styles the movie brutal boxer is a real letdown the dubbing is low volume compared to the rest of the movie and the s gang fight thing just doesnt interest me at all jackie chan is in this film but its just a gang member that never gets any real camera the film is just an excuse to have oneonmany gang fights which are so messy you cant tell who is who and once you see the first fight the rest are the same what a stinker i hated it i had to stop  way into the movie,-0.9849,Negative
this was a disappointment the first  episodes are just not there is it because the box would only take  disks the british and australian versions are  disk episode setsin a bigger box why isnt this one the same looks like the american producer just got plain lazy what a ripoff i also see that this is the only series of bones not advertised as complete hmmmmmnot happy,0.1027,Positive
this is a remarkably fine book on the philosophical underpinnings of all dog training with emphasis on bird dogs humorous wellwritten interesting not a howtodoit bookthis should be read repeatedly in conjunction with other more stepbystep books on dog training title is misleadingmulaks approach isnt easybut it is effectiverational and fun a mandatory purchase for all interested in the subject,0.9134,Positive
i have made many top  movie lists and they have changed over the years there is one movie however that has never been moved and that movie is braveheart in the number  spot many shy from the movie because of it being  hours long without even giving it a chancei think everyone should watch it you never think the movie is as long as it is when you actually watch it the battle sequences were the best i have ever seen up until the release of return of the king but the battles are still the best in their own light every characater is played well mel gibson playing especially well as the lead character william wallace and his directing is flawless as well i loved every minute of it and it will most likely always be my favorite movie of all time,0.9846,Positive
most women cannot compete with men in chess on equal footing sure there are some very smart women out there but fewer than smart men the iq distribution for women is narrower than for men meaning there are fewer women geniuses but also fewer women idiots see the research of prof camille benbow of vanderbilt u thats why women chess players do not compete in mens championships there are  male chess grandmasters worldwide but only  women thats why the chess federation came up with a special rank wgm woman grandmaster not equal to gmthis book tries to go around this basic fact unfortunately it cannotdo not misunderstand id love to have more really smart women around i love really smart women but unfortunately they are not that many certainly not as many as smart men perhaps they do deserve a chess book of their own but this is not one such,0.9054,Positive
theres a great island feel as you listen tothe cd and awesome remakesyou go pati nesian,0.8481,Positive
my daughter loves to dance around to this cd she is only  months but she loves when we play this cd she even spins to song,0.8885,Positive
dont expect a serious movie but turn off your brain and enjoy the wonders of this flick sexy silly and worth your time if you love bmovies ive got to give it five stars for fun,0.9743,Positive
i bought this to use on a dualboot linuxwindows box it works great in both environments,0.6249,Positive
when faustine and acen were still together his music retained the ethereal and dreamy quality i had come to love on the night that acen found faustine in a druginduced coma outside ministry of sound he came to my house in leicester square and recorded window in the sky in faustines memory i sang the vocals yes that night faustine had passed through the window in the sky and entered another dimension of new beat a dimension in which acen and i were not welcome their relationship ended soon after faustine awoke in the hospital it was hard for acen to accept the fact that faustine was no longer the carefree little girl from rotterdam we had all grown to love she was now distant and cold always dancing by herself or with her pet owl in the balcony of camden palace i think acens pain is reflected in much of the tracks on  minutes especially window in the sky chippewa von furstenberg,0.845,Positive
new out of the package the clippers would not cut my finger nails made in china  very poor quality,-0.3775,Negative
a fascinating and moving biography on one of the most interesting political figures of our time hilary clinton is a hero and inspiration to all americans,0.9259,Positive
this is the best of both worlds you get two great cds in one package the second cd which features the songs performed by myriam on the mexican show desafio de estrellas will have everyone who hears it wondering how and why this great singer did not walk away with the st prize tittle from the second talentcontest based on the hugely popular la academia reality show buy this cd and discover tomorrows great star named myriam montemayor,0.9747,Positive
httpwwwamazoncomgpproductbsfrefcmcrrevprodtitlelooks nice but who cares about looks when blender fails to blend specific claims refer to waring pro completely handles frozen fruit and ice but the blade and shaft design causes the blade to loosen on the shaft so far maintenance requires the retaining nut to be tightened to keep the shaft from turning while the blade does not found out after the purchase that its common for the shafts to snap replacement cost  also the motor is very loud on high speed and not so quiet on the low speedblender waring pro,-0.1154,Negative
the doobie bothers greatest hits has  classic songs including listen to the musicchina groveblack waterwhat a fool believesminute by minuteone step closerand the doctor pick up this album and listen to the music ed wilson,0.128,Positive
my headboard arrived with a bent post i emailed customer service and she said i will be receiving a replacement from the manufacturer i hope its soon because my daughter is waiting for a headboard in the meantimecustomer service is excellent with giving me a contact before my item even shipped i contacted her right away and she asked for the part  and said you contacted the manufacturer i appreciate being given a contact before i even had a problem i think that is good business,0.8979,Positive
very well writtenextrodinary life of lois gibsoni would recommend it to all,0.5984,Positive
the performances on this album are great i would love to be able to listen to this album and enjoy it but i just cant i cant enjoy it why its because it sounds like it was recorded on a my first sony tape recorder the sound quality is awful this album should go down in history as the poorest quality live recording ever its muddy and all drowned out sounding a concert recorded on professional equipment should sound far better than this does ive heard bootlegs that concertgoers have captured on portable cassette recorders that sound better than this i still hang on to it because im one of those guys that likes to have everything a band puts out i havent listened to it in years though its that bad,0.6542,Positive
i watched this one before i saw ginger snaps if you like werewolf movies this is the way to make them the movie points more to becomming a fresh tearing heart eating animal and less on the typical slasher film style of the sif you dont know what this is about shes turning into a werewolf after passing out on what seems to be the cure she wakes up in a rehab clinic worse shes been fallowed by a werewolf that is hunting herif you dont like it the first time watch the character of ghost more closely they add some things that catch you by supprise if you fallow her actions morethe prequil ginger snaps back is the best one they could make it into a series on cable and id watch it the film style music and lack of showing the whole werewolf is what i like best i figure if you cant make it look real dont show it plus cgi sucks,0.8505,Positive
i enjoyed this book so much that i am hungry for the next book i was able to relate to the book and want to tell everyone to go out and buy it the writer is in tuned with the real world and releases this with  much energy and excitement  i loved it man,0.9153,Positive
fantastic work out i was terrified of trying this video after reading so many reviews calling it a hard work out but i am so glad i did cathe is a great instructor very personable and easy to follow the video itself is enjoyabletime flies and you get a very effective workoutyou dont need a steponly a few moves require it and you could use the ball if you needed to ie single leg lunges hand weights and the ball are definately recommended you could get by without a bar and the band look on amazon for the video plus free band if you want it,0.9881,Positive
i bought this book because i thought it would give me more insight into what it was like to live in a hill station in india as i am very interested in that part of the world but i didnt care for the writing style and thus didnt finish it,-0.1768,Negative
this is not the deep version but the quantity and size of the boxes is adequatepros are price sizes the locking boxes the movable boxes the clear top the carry handle and the snap lid that is made with very good tolerances i bought multiple of these and am likely to buy many more they are significantly cheaper than buying a large cabinet of welded steelinstead of buying expensive parts cabinets i suggest for small parts that are not frequently used use a wire shelving system and a whole lot of these if you do the comparison you could buy  of these or the larger version and a some intermetro type wire rack and have twice the storage of a parts cabinet of storage shelving system and have money left over,0.8947,Positive
this book is very nationalistic and proamerica in the phrasing which made me want to stop reading instantly and i couldnt take some things seriously there were some claims about america that were made in the book that were just included and unexplained while things that is common knowledge to most people were given detailed summaries,-0.3818,Negative
nice machine easy to put together folds up for storage came with cracked foot pedals and the company shipped new ones right away good low stress workout,0.5719,Positive
yeah awesome metal album features some great singing by johnny santos he can not only yell but also sings really well melodically also features some great drumming by tommy decker highlights intake detached slipper and while my guitar gently weeps also check out self destructive pattern,0.8438,Positive
his newborn dvd worked wonders for us but this one took a dive the dvd helped me understand my toddler more but the way he wants you to communicate with them is a little unreasonable not to mention embarrassing it didnt work with my toddlerhe just stared at me and thought i was making fun of him which made him cry morei would read the love and logic early childhood parenting book i purchased both at the same time and got more out of it,0.8713,Positive
chad boykins book is by far the best ive seen yet on the topic of muay thai kickboxing as a beginner i can say that the combination of text and photos make this book one you can actually learn from whether youre looking for self defense training or a serious workout or both this is the book for you,0.6597,Positive
i am an avid weekend carpenter and like to wear knee protection to help save wear and tear on my knees i recently wore out a  pair of basic knee pads from my local supply store i had heard about these patella pads and thought id give them a try they are pricey but if comfortable that would be ok i have to tell you that these pads have a serious design flaw the gel pads do not stay in position during use the strap system they have looks great with nice velcro strips but they are not effective in holding the pads in place plus the abrasion on the back of your legs is more painful that not wearing knee pads at all save some cash and buy the g ultra gel pads or the basic  ones from hd both are far better than these patella pads,0.9719,Positive
has come and left some may say that this book has lost its importance after the collapse of communism i think that if we want to keep our freedom than we need to pay attention to the politicians we elect and the agencies that they are suppose to regulate the important point about  is that if you dont pay attention  can always become a reality need to listen to some of the people running for the top spot in this country and you can see them building their own ministry of truthr hemingwaypast twilight,0.5106,Positive
i wouldve given this  stars but you have to supply the button batteries for the laser gun the batteries are common and can be found at any store a but they shouldve supplied themwe blew up the balloons and pop pop pop time to blow up more they are little so parents wont get winded,-0.4767,Negative
failing at virtually every level to deliver useful information this book is a whole lot of dead weight if you are a student of games you have many superior optionsby the way the spotlight reviewer nikita is a close friend of the author so now you know why hes so enthusiastic about it,0.7283,Positive
i almost walked out of this movie no im not prudish nor pc its just cheap shots cheap humor and a cheap movie the movie is just plain filth and youll want to take a shower after viewing it save your money and dont believe the hype,0.5267,Positive
i bought this product about six months ago it worked okay at first though i thought it was way too bright now however it will only play at a very high volume which of course isnt soothing at all im going to have to get a new one but i wont be getting a homedics product this time,0.3857,Positive
i was  when i saw the first broadcast of peter pan on tv  and its been a touchstone for me ever since sadly there doesnt appear to be any video of that show probably because the kinescopes are all black  white and it had what would no doubt look like pretty clunky camerawork by todays standards however it was superior to the  restaged version in which the cast seemed a bit out of sync with the material and the performances seemed to be on automatic mary martin was performing on broadway in sound of music at the time this is a recording from that earlier era when the show was still on broadway and the performances are magnificent highly recommended,0.8268,Positive
i already had a lexmark z printer and was very satisfied with the print quality needing a new fax machine i decided to buy this lexmark x based upon a great review on another site and i have been thrilled i was up and running out of the box in about  minutes the software is great it lets you change your options either on your computer or on the printers control panel it shows the level of the toner cartridges every time you start to print the cartridges are lasting a long time too the fax machine will pick up a double or triple ring so you can order this feature from your phone company with a separate number for about mth and not have to pay for a dedicated phone line the  sheet document feeder works flawlessly for both faxing and copying its base is only  x  inches so it can be angled on a narrow desk or workspace i cant say enough good things about this machine buy it  you wont be sorry,0.9546,Positive
i like most if not all the people here got my picks encased in a plastic box within a bigger box with all of them scattered throughout the latter however all  of them were in there thanks to the taping while i sympathize with people who didnt get all of their picks that has little to do with the product and more to do with careless shippers who dont know how fragile the tiny plastic box is the picks feel really nice got exactly what i paid for,0.7178,Positive
i love hitchcock and i adore bernard herrmann  his string writing is truly amazing ive been studying a lot of string music this past year or so of course no one in academia much talks about him my interest in him is all extracurricular but he continues to be a favorite of mine this cd is mostly orchestral with the exception of the pieces from psycho and the prague orchestra is out of tune i didnt read the fine print and was expecting these to be the original recordings and they are definitely not the strings do ok not great but the winds and brass are really disappointing the selection on the cd is great the artistic direction is good but i am really distracted by the intonation,0.6828,Positive
i brought this book at the christian bookstore in my town and it was so funny that i wanted two more for my daughters the store didnt have anymore so i ordered them my girls    read them in like a day laughing all the while yet finding topics that they actually wanted to have girl talk with me about so i give this a thumbs up,0.857,Positive
so far ive watched two of tony comstocks films this one and matt and khym better than ever i recommend the latter over this one i really like the concept of filming real couples who are in love having sex as emotional intimacy can be even more erotic than just physical intimacyhowever this movie felt very staged like a stereotypical adult film sans the comedic entertainment value this feeling was exacerbated by the sometimes ridiculous camera angles chosen by the filmmaker and the fact the shooting angle seemed to switch every minute the shots i found to be erotic didnt last long enough for me to appreciate them fullyi would not purchase this movie again,0.9732,Positive
my one dog that is usually scared of everything loves it but my other one who explores everything is afraid of it the noise seems to have got louder after i received it the material really looks like cheap plastic would pay more for maybe a better looking quieter unit if anyone knows of one sold on amazon let me know thanks,0.9276,Positive
i dont like to leave a book unfinished but sometimes they are just too painful to plod throughthe description and plot line of jacob sounded great this book had potential unfortunately the writing is awful its trite with string after string of corny metaphors i stopped reading when just after the book explains that demons are night creatures who cant be in the sun without falling asleep the author refers to jacobs the demon tan the dialogue is affected and just not believable when i start to feel like im reading with half my mind on how i would edit a scene and im not an editor i know its time to move on if you havent checked them out try katie macalister jr ward kreseley cole sabrina jeffries or gena showalter for good paranormal romance,-0.357,Negative
as the other reviewers have pointed out the dolphins dont link together well or play music reliably you might get a pathetic little peep out of each dolphin and thats about it the other negative about this toy is that it takes up a lot of space we have a large  ft tub and these creatures completely fill the tub ledge the idea behind the toy is cute but i think it just wasnt achievable with the designengineering chosen,-0.5927,Negative
awesome sounding speakers they are very easy to install the sound is crystal clear and projects sound evenly  degrees around the speaker they are useable and blend nicely with the landscaping definetly a good buy,0.9402,Positive
this book was one that i could put down with no problem it was just ok there were parts of the book that were boring boring boring,-0.8225,Negative
this solution manual is a total waste of money only a few problems each chapter and most of them are the easy ones save your money you can spend the same amount and get the rea problem solvers book which will serve you a million times better,0.4767,Positive
i found this book annoying something about the style is just not right it jumps around way too much if it were better id say it should be longer too many names come in for about one paragraph without sufficient background info i frequently found myself asking when was this while many historians will include a simple detail like the birth and death years of the people theyre writing about mr ozment didnt find this necessary additionally i would really like to have had more mapsas a prior reviewer mentioned mr ozment has the german army avoiding the maginot line at the beginning of wwi a mistake of this size is utterly unacceptable as i am no expert on german history i have to wonder what else is inaccurateon the whole the book reads as if mr ozment had procrastinated far too long and began writing at the last possible moment to meet a deadlinei will be looking for a different more reliable history of germany,-0.8399,Negative
this title came up as a book that i might want to purchase as i had purchased several historicals texts on khazaria unfortunately i feel that this book was no more than a thinly veiled personal agenda without historical documentation or unbiased perspective my suspicions were confirmed when i checked to see that it was selfpublished i am disheartened that people are reading this and being lead to believe that it is scholarly or factual the conspiracy theory proposed is little more than another protocols of zion hoax,-0.9274,Negative
this is one of my alltime favorite family film groups it is a wellmade and fun for the entire family i am glad that i was able to get this group of movies in one package and at a great price i would recommend this to any one as a familyfriendly movie for the entire family it gives the santa claus legend an updated feel to it and gives you characters you can fall in love with and enjoy seeing on the screen,0.9729,Positive
i am a union carpenter and work mostly with metal studs i used wiss snips for a couple years but it seemed their lifespan got shorter and shorter so it was time for a change i didnt hesitate to buy malco since its made in the usa and i love their punch and riveter these snips can cut  gauge steel studs ive had them for over a year now and they are still kicking not showing any signs of failure i was going to through  pairs of wissyear i highly recommend these as well as its yellow and green handled brothers,0.8053,Positive
it works as expected the three batteries are included its easy to read under sunlight but im not sure how readable its under nightlight,-0.1263,Negative
ive tried for  weeks to find out if they had a service company in the des moines iowa area phone line is always busy emails go unanswered faq questions submitted to the website go unposted i cant figure out why a company like apex would let a prospective buyer slip away i own a dvd player from apex and i love it but purchase a projection tv online and not have local servicesurely they must also look at amazon website,0.6597,Positive
mele faux leather jewelry boxwell its clearly not real leather but for its price the build quality is fantastic it looks classy and will complement your drawer desk table wherever you decide to keep it i have has it for a few months now and it is holding up great no defects at all or any wear and tear,0.8979,Positive
i was familar with this book because the library pruchased it for a memeoral book for my mother with a donation from a fiend my mother was a bear lover and clooected all sorts of bear items she would have really enjoyed reading the book i bought a copy because it is a memory of my mother it really has interesting material on bears,0.8852,Positive
sorry  but this cd is nothing but a joke  why cant people just listen to rock instead of pop  who cares if ricky martin was in menudo  this boy band just insnt quite right for this blowy pop cd,0.3649,Positive
to really appreciate the story that most of us know and to enjoy a story that is truly a masterpiece the christmas carol is a must read,0.9216,Positive
i was working at blockbuster video and it happened to catch my eye brought it home and found that i couldnt do too much so about  weeks later i bought it with the book and it has been fun ever since like another reviewer said there are three story lines but there are many more you have niccolos quests the jumi quests gilberts quests the list goes on and if you want a wonderfully drawn and colored game the create your world line on the case it lives up to if you want a game you can get lost in for a few hours  or a few days took me about a month to complete but more fun the second time this is the one plus check out threads of fate chrono cross vagrant story parasite eve    and threads of fate a wonderful little collection for year round gaming i wasnt dissapointed after i played it i recommended the square summer series to freinds and they fell in love  now if i can only get my cds back,0.9822,Positive
i use these every day for salad dressing in my lunch at work i shared this with a friend and we each got  of them they fit nicely in the tupperware along the salad love them,0.9349,Positive
i very much enjoyed this movie however i have a particular interest in the market and this may have clouded my judgement a little it is a very dark movie and will keep you on your toes i could see why some didnt like the movie but fans of heavy cerebral movies fight club should enjoy this,0.5475,Positive
i recived my shipment of marzipan yesterday  and i opened the package to find that the marzipan had pieces or what looks like food or dirt i have been picking these pieces out of the marzipan i do not have time to reorder from another company so i am stuck using this marzipanbiermann marzipan  lb block i am unhappy with the quality and i would not recommend buying marzipan form this company i also feel the shipping is very pricey,-0.8397,Negative
having purchased this dvd based on the other reviews i was very disappointed the quality of the video was very distorted particularly on my  hd tv and the color was an unworldly orange if you are planning on using it on a large screen tv i would look at other alternativesthe packaging was also very lowquality this resulted in the dvd coming lose in its case and getting scratched up it took some significant effort on my part to clean up the scratches enough to make it play properlya better optionshortly after purchasing this one i saw and picked upliving fireplace dvdat a local discount retailer the image quality was much better and it offered brick stone and christmas fireplaces best of all it worked well in widescreen mode,0.8366,Positive
this poirot book is the usual fare for christie fans there are lots of intricate plot twists and red herrings and the characters are wonderful i think i read agatha christie for the characters more than anything and this book does not disappoint in this book the family patriarch dies suddenly he has been ill and no one questions the death until his youngest sister says he was murdered wasnt he at the funeral then the next day this sister is found brutally murdered in her home enough for the family solicitor to call in retired hercule poirot the ending of the book is quite unexpected but thats usual for an agatha christie book,-0.8527,Negative
i immediately returned these as they seemed ready to break the first time i put them on the strap is super thin and brittle,0.7506,Positive
i must say that i wasnt satisfied when i received my package from amazon in the mail i was very angry when i opened the package what i had ordered wasnt in there i ordered the high school flashback collection with the breakfast club wierd science and sixteen candles but what i got wasnt what i ordered what i received was the breakfast club two of the exact same wierd science dvds and sixteen candles wasnt in there i got duplicate dvds instead of all three so i must say that i probably will never order off of amazoncom again,-0.3844,Negative
from the very first paragraph owenss brand of wit and humor blend with his examination of the ranching life in the new mexico desert to create a highlycharged complex murder mystery set in indian country nightland stakes a strong multicultural claim to the art form of the american murder mystery but it stakes a claim also on the magical realism of american indian and south american literature the resulting blend of ghosts and grim realism give the story a dark mystical enspirited patina the pig and dog are hilarious counterpoint to the cherokee mixedblood heroes round out the story with amiable ghosts a seductive shapeshifter and some nasty bad guys and you have a bona fide pageturner,-0.8793,Negative
